341;"metso {@fi}";"metsis {@et}";"siketfajd {@hu}";"capercaillie {@en}";"auerhaan {@nl}";"Auerhahn {@de}";"tjäder {@sv}";"storfugl {@nb}";"storfugl {@nn}";"tjur {@da}";"þiður {@is}";"kurtinys {@lt}";"mednis {@lv}";"gjel i egër {@sq}";"αγριόκουρκος {@el}";"tetrao {@la}";"gallo cedrone {@it}";"coq de bruyère {@fr}";"urogallo {@es}";"gall fer {@ca}";"tetraz-grande {@pt}";"cocoșul de munte {@ro}";"głuszec {@pl}";"hlušec {@cs}";"hlucháň {@sk}";"divji petelin {@sl}";"tetrijeb {@hr}";"велики {@sr}";"глухар {@bg}";"глухарь {@ru}";"глушэц {@be}";"глухар {@uk}";"Q55334090"
342;"kellotapuli {@fi}";"kellatorn {@et}";"harangláb {@hu}";"belfry {@en}";"klokkentoren {@nl}";"separater Glockenturm {@de}";"klockstapel {@sv}";"klokkestøpul {@nb}";"klokkestøpul {@nn}";"klokkestabel {@da}";"klukknaturn {@is}";"varpinė {@lt}";"zvanu tornis {@lv}";;"καμπαναριό {@el}";"campanae stabulum {@la}";"campanile {@it}";"clocher {@fr}";"campanario {@es}";"campanar {@ca}";"campanário {@pt}";"clopotniță {@ro}";"kampanila {@pl}";"zvonice {@cs}";"zvonica {@sk}";;"zvonik {@hr}";"звоник {@sr}";;"колокольня {@ru}";"званіца {@be}";"дзвіниця {@uk}";
343;"kirkko {@fi}";"kirik {@et}";"egyház {@hu}";"church {@en}";"kerk {@nl}";"Kirche {@de}";"kyrka {@sv}";"kirke {@nb}";"kyrkje {@nn}";"kirke {@da}";"kirkja {@is}";"bažnyčia {@lt}";"baznīca {@lv}";"kisha {@sq}";"ναός {@el}";"ecclesia {@la}";"chiesa {@it}";"église {@fr}";"iglesia {@es}";"església {@ca}";"igreja {@pt}";"biserică {@ro}";"kościół {@pl}";"kostel {@cs}";"kostol {@sk}";"cerkev {@sl}";"crkva {@hr}";"црква {@sr}";"църква {@bg}";"церковь {@ru}";"царква {@be}";"церква {@uk}";"Q1648539"
344;"irtireväisty {@fi}";"rebitud servaga {@et}";"letépett {@hu}";"erased {@en}";"afgerukt {@nl}";"abgerissen {@de}";"avslitet {@sv}";"avrevet {@nb}";"avrive {@nn}";"afrevet {@da}";"afrifið {@is}";"nutrauktas {@lt}";"atrautas {@lv}";;;"distractus {@la}";"strappato {@it}";"arraché [animal] {@fr}";"arrancado [animal] {@es}";"arrencat [animal] {@ca}";"arrancado {@pt}";"smuls {@ro}";;"utržený {@cs}";;;;;;"оторванный {@ru}";;"відірваний {@uk}";"Q5385027"
345;"susi {@fi}";"hunt {@et}";"farkas {@hu}";"wolf {@en}";"wolf {@nl}";"Wolf {@de}";"varg {@sv}";"ulv {@nb}";"ulv {@nn}";"ulv {@da}";"úlfur {@is}";"vilkas {@lt}";"vilks {@lv}";"ujku {@sq}";"λύκος {@el}";"lupus {@la}";"lupo {@it}";"loup {@fr}";"lobo {@es}";"llop {@ca}";"lobo {@pt}";"lup {@ro}";"wilk {@pl}";"vlk {@cs}";"vlk {@sk}";"volk {@sl}";"vuk {@hr}";"вук {@sr}";"вълк {@bg}";"волк {@ru}";"воўк {@be}";"вовк {@uk}";"Q1698992"
346;"varis {@fi}";"vares {@et}";"varjú {@hu}";"crow {@en}";"kraai {@nl}";"Krähe {@de}";"kråka {@sv}";"kråke {@nb}";"kråke {@nn}";"krage {@da}";"kráka {@is}";"varna {@lt}";"vārna {@lv}";"sorrë {@sq}";"κουρούνα {@el}";"cornix {@la}";"cornacchia {@it}";"corneille {@fr}";"corneja {@es}";"cornella {@ca}";"corvo {@pt}";"cioară {@ro}";"czarnowron {@pl}";"vrána {@cs}";"vrana {@sk}";"vrana {@sl}";"vrana {@hr}";"врана {@sr}";"врана {@bg}";"ворона {@ru}";"варона {@be}";"ворона {@uk}";"Q3693645"
347;"teeri {@fi}";"teder {@et}";"nyírfajd {@hu}";"black grouse {@en}";"korhaan {@nl}";"Birkhahn {@de}";"orre {@sv}";"orrfugl {@nb}";"orrfugl {@nn}";"urfugl {@da}";"orri {@is}";"tetervinas {@lt}";"rubenis {@lv}";"gjel i egër [2] {@sq}";"λυροπετεινός {@el}";"tetrao {@la}";"fagiano di monte {@it}";"tétras lyre {@fr}";"gallo lira {@es}";"gall de cua forcada {@ca}";"galo-lira {@pt}";"cocoș de mesteacăn {@ro}";"cietrzew {@pl}";"tetřívek {@cs}";"tetrov hoľniak {@sk}";"ruševec {@sl}";"tetrijeb {@hr}";"тетријеб {@sr}";"тетрев {@bg}";"тетерев-косач {@ru}";"цецярук {@be}";"те́терев {@uk}";"Q865638"
348;"joutsen {@fi}";"luik {@et}";"hattyú {@hu}";"swan {@en}";"zwaan {@nl}";"Schwan {@de}";"svan {@sv}";"svane {@nb}";"svane {@nn}";"svane {@da}";"svanur {@is}";"gulbės {@lt}";"gulbji {@lv}";"mjellma {@sq}";"κύκνος {@el}";"cygnus {@la}";"cigno {@it}";"cygne {@fr}";"cisne {@es}";"cigne {@ca}";"cisne {@pt}";"lebădă {@ro}";"łabędź {@pl}";"labuť {@cs}";"labuť {@sk}";"labod {@sl}";"labudovi {@hr}";"лабудови {@sr}";"лебед {@bg}";"лебедь {@ru}";"лебедзі {@be}";"лебідь {@uk}";"Q2252993"
349;"kerubi {@fi}";"keerub {@et}";"kerub {@hu}";"cherub {@en}";"cherubijn {@nl}";"Cherub {@de}";"kerub {@sv}";"kjerub {@nb}";"kjerub {@nn}";"kerub {@da}";"lítill engill {@is}";"cherubinas {@lt}";"ķerubs {@lv}";;"χερουβείμ {@el}";"cherub {@la}";"cherubino {@it}";"chérubin {@fr}";"querubín {@es}";"querubí {@ca}";"querubim {@pt}";"heruvim {@ro}";"cherubin {@pl}";"cherubín {@cs}";"cherubín {@sk}";"kerubin {@sl}";"kerubin {@hr}";"херувими {@sr}";"херувим {@bg}";"херувим {@ru}";"херувім {@be}";"херувим {@uk}";"Q1070435"
350;"soturi {@fi}";"sõdalane {@et}";"harcos {@hu}";"warrior {@en}";"krijger {@nl}";"Krieger {@de}";"krigare {@sv}";"kriger {@nb}";"krigar {@nn}";"kriger {@da}";"stríðsmaður {@is}";"karys {@lt}";"karavīrs {@lv}";"luftëtar {@sq}";"πολεμιστής {@el}";"bellator {@la}";"guerriero {@it}";"guerrier {@fr}";"guerrero {@es}";"guerrer {@ca}";"guerreiro {@pt}";"războinic {@ro}";"wojownik {@pl}";"bojovník {@cs}";"bojovník {@sk}";"bojevnik {@sl}";"ratnik {@hr}";"ратник {@sr}";"войн {@bg}";"воин {@ru}";"воін {@be}";"воїн {@uk}";"Q3778797"
351;"kuusi {@fi}";"kuusk {@et}";"lucfenyő {@hu}";"spruce {@en}";"spar {@nl}";"Fichte {@de}";"gran {@sv}";"gran {@nb}";"gran {@nn}";"gran {@da}";"greni {@is}";"eglė {@lt}";"egle {@lv}";"hormoqi {@sq}";"πικέα {@el}";"picea {@la}";"peccio {@it}";"épicéa {@fr}";"pícea {@es}";"picea {@ca}";"picea {@pt}";"picea {@ro}";"świerk {@pl}";"smrk {@cs}";"smrek {@sk}";"smreka {@sl}";"smreka {@hr}";"смрча {@sr}";"смърч {@bg}";"ель {@ru}";"елка {@be}";"ялина {@uk}";"Q56877775"
352;"pilvi {@fi}";"pilv {@et}";"felhő {@hu}";"cloud {@en}";"wolk {@nl}";"Wolke {@de}";"moln {@sv}";"sky {@nb}";"sky {@nn}";"sky {@da}";"ský {@is}";"debesis {@lt}";"mākonis {@lv}";"retë {@sq}";"νέφος {@el}";"nubes {@la}";"nuvola {@it}";"nuage {@fr}";"nube {@es}";"núvol {@ca}";"nuvem {@pt}";"nor {@ro}";"chmura {@pl}";"oblak {@cs}";"oblak {@sk}";"oblak {@sl}";"oblaci {@hr}";"облак {@sr}";"облак {@bg}";"облако {@ru}";"воблака {@be}";"хмара {@uk}";"Q2592476"
353;"baneeri {@fi}";"baneer {@et}";;"banner {@en}";"banier {@nl}";"Banner {@de}";"banér {@sv}";"banner {@nb}";"banner {@nn}";"banner {@da}";"gunnfáni {@is}";;;"flamur {@sq}";;"pannus vexillaris {@la}";"bandiera [2] {@it}";"bannière {@fr}";"banderola {@es}";"banderola {@ca}";"bandeirola {@pt}";;"banner {@pl}";"prapor {@cs}";"zástava {@sk}";;"stijeg {@hr}";;;"баннер {@ru}";"банер {@be}";"банер {@uk}";
354;"sydän {@fi}";"süda {@et}";"szív {@hu}";"heart {@en}";"hart {@nl}";"Herz {@de}";"hjärta {@sv}";"hjerte {@nb}";"hjarte {@nn}";"hjerte {@da}";"hjarta {@is}";"širdis {@lt}";"sirds {@lv}";"zemra {@sq}";"καρδιά {@el}";"cor {@la}";"cuore {@it}";"cœur {@fr}";"corazón {@es}";"cor {@ca}";"coração {@pt}";"inimă {@ro}";"serce {@pl}";"srdce {@cs}";"srdce {@sk}";"srce {@sl}";"srce {@hr}";"срце {@sr}";"сърце {@bg}";"сердце {@ru}";"сэрца {@be}";"серце {@uk}";"Q1615029"
355;"jalava {@fi}";"jalakas {@et}";"szilfa {@hu}";"elm {@en}";"olm {@nl}";"Ulme {@de}";"alm {@sv}";"alm {@nb}";"alm {@nn}";"elm {@da}";"álmur {@is}";"guoba {@lt}";"goba {@lv}";"vidh {@sq}";"φτελιά {@el}";"ulmus {@la}";"olmo {@it}";"orme {@fr}";"olmo {@es}";"om {@ca}";"olmeiro {@pt}";"ulm {@ro}";"wiąz {@pl}";"jilm {@cs}";"brest {@sk}";"brest {@sl}";"brijest {@hr}";"брест {@sr}";"бряст {@bg}";"вяз {@ru}";"вяз {@be}";"в'яз {@uk}";"Q3881902"
356;"haapa {@fi}";"haab {@et}";"rezgő nyár {@hu}";"aspen {@en}";"esp {@nl}";"Espe {@de}";"asp {@sv}";"osp {@nb}";"osp {@nn}";"bævre-asp {@da}";"blæösp {@is}";"drebulė {@lt}";"apse {@lv}";"plep i egër {@sq}";"τρομώδης {@el}";"tremula {@la}";"pioppo tremulo {@it}";"tremble {@fr}";"álamo temblón {@es}";"trèmol {@ca}";"álamo tremedor {@pt}";"plop tremurător {@ro}";"topola osika {@pl}";"osika {@cs}";"osika {@sk}";"trepetlika {@sl}";"jasika {@hr}";"јасика {@sr}";"трепетлика {@bg}";"осина {@ru}";"асіна {@be}";"осика {@uk}";"Q56877725"
357;"koivu {@fi}";"kask {@et}";"nyírfa {@hu}";"birch {@en}";"berk {@nl}";"Birke {@de}";"björk {@sv}";"bjørk {@nb}";"bjørk {@nn}";"birk {@da}";"birki {@is}";"beržas {@lt}";"bērzs {@lv}";"thupër {@sq}";"σημύδα {@el}";"betula {@la}";"betulla {@it}";"bouleau {@fr}";"abedul {@es}";"bedoll {@ca}";"vidoeiro {@pt}";"mesteacăn {@ro}";"brzoza {@pl}";"bříza {@cs}";"breza {@sk}";"breza {@sl}";"breza {@hr}";"бреза {@sr}";"бреза {@bg}";"береза {@ru}";"бяроза {@be}";"береза {@uk}";"Q3639198"
358;"lehmus {@fi}";"pärn {@et}";"hársfa {@hu}";"linden {@en}";"linde {@nl}";"Linde {@de}";"lind {@sv}";"lind {@nb}";"lind {@nn}";"lind {@da}";"linditré {@is}";"liepa {@lt}";"liepa {@lv}";"bli {@sq}";"φιλύρα {@el}";"tilia {@la}";"tiglio {@it}";"tilleul {@fr}";"tilo {@es}";"til·ler {@ca}";"tília {@pt}";"tei {@ro}";"lipa {@pl}";"lípa {@cs}";"lipa {@sk}";"lipa {@sl}";"lipa {@hr}";"липа {@sr}";"липа {@bg}";"липа {@ru}";"ліпа {@be}";"липа {@uk}";"Q1825944"
359;"vaahtera {@fi}";"vaher {@et}";"juhar {@hu}";"maple {@en}";"esdoorn {@nl}";"Ahorn {@de}";"lönn {@sv}";"lønn {@nb}";"lønn {@nn}";"løn {@da}";"hlynur {@is}";"klevas {@lt}";"kļava {@lv}";"panje {@sq}";"σφεντάμι {@el}";"acer {@la}";"acero {@it}";"érable {@fr}";"arce {@es}";"auró {@ca}";"bordo {@pt}";"arțar {@ro}";"klon {@pl}";"javor {@cs}";"javor {@sk}";"javor {@sl}";"javor {@hr}";"јавор {@sr}";"клен {@bg}";"клён {@ru}";"клён {@be}";"клен {@uk}";"Q3604251"
361;"tähkä {@fi}";"viljapea {@et}";"kalász {@hu}";"ear {@en}";"aar {@nl}";"Ähre {@de}";"sädesax {@sv}";"kornaks {@nb}";"kornaks {@nn}";"kornaks {@da}";"kornax {@is}";"varpa {@lt}";"vārpa {@lv}";"kalli {@sq}";"σταχυών {@el}";"spica {@la}";"spiga {@it}";"épi {@fr}";"espiga {@es}";"espiga {@ca}";"espiga {@pt}";"spic {@ro}";"kłos {@pl}";"klas {@cs}";"klas {@sk}";"klas {@sl}";"klas {@hr}";"клас {@sr}";"клас {@bg}";"колос {@ru}";"колас {@be}";"колос {@uk}";"Q55352046"
362;"yrjönristi {@fi}";;;"cross paty {@en}";"kruis pattée met rechte armen {@nl}";"Ulrichskreuz {@de}";"georgskors {@sv}";"svevende, utskrådd kors {@nb}";"svevande, utskrådd kross {@nn}";"georgskors {@da}";"georgskross {@is}";;;;;"crux victorialis Sancti Udalrici {@la}";;"croix pattée aux bords rectilignes {@fr}";"cruz patada rectilínea {@es}";;;;"krzyż kawalerski {@pl}";;;;;;;"клинчатый крест {@ru}";;;"Q15852017"
363;"puu {@fi}";"puu {@et}";"fa {@hu}";"tree {@en}";"boom {@nl}";"Baum {@de}";"träd {@sv}";"tre {@nb}";"tre {@nn}";"træ {@da}";"tré {@is}";"medis {@lt}";"koks {@lv}";"pemë {@sq}";"δέντρο {@el}";"arbor {@la}";"albero {@it}";"arbre {@fr}";"árbol {@es}";"arbre {@ca}";"árvore {@pt}";"copac {@ro}";"drzewo {@pl}";"strom {@cs}";"strom {@sk}";"drevo {@sl}";"drvo {@hr}";"дрво {@sr}";"дърво {@bg}";"дерево {@ru}";"дрэва {@be}";"дерево {@uk}";"Q811480"
364;"kaksijalkainen lohikäärme {@fi}";"tiivuline lohe {@et}";"kétlábu sárkány {@hu}";"wyvern {@en}";"lintworm {@nl}";"Drache, zweibeinig {@de}";"lindorm {@sv}";"lindorm {@nb}";"lindorm {@nn}";"lindorm {@da}";"lindormur {@is}";;"viverna {@lv}";;;"viverra {@la}";"viverna {@it}";"lindworm {@fr}";"guiverno {@es}";"víbria {@ca}";"serpe {@pt}";"wyvern {@ro}";"wiwern {@pl}";"dvounohý drak {@cs}";"dvojnohý drak {@sk}";;;;;"змей {@ru}";;"змій {@uk}";"Q287065"
365;"oksa {@fi}";"oks {@et}";"ág {@hu}";"branch {@en}";"tak {@nl}";"Zweig {@de}";"kvist {@sv}";"gren {@nb}";"grein {@nn}";"gren {@da}";"kvistur {@is}";"šaka {@lt}";"zars {@lv}";"degë {@sq}";"κλαδί {@el}";"ramus {@la}";"ramo {@it}";"branche {@fr}";"rama {@es}";"branca {@ca}";"ramo {@pt}";"ramură {@ro}";"gałązka {@pl}";"větev {@cs}";"konár {@sk}";;"grančica {@hr}";"гранчица {@sr}";"клонче {@bg}";"ветвь {@ru}";"галіна {@be}";"гілка {@uk}";"Q53864861"
367;"kolmilehtinen {@fi}";"kolmleheline {@et}";"hármaslevél {@hu}";"threefoil {@en}";"drieblad {@nl}";"Dreiblatt {@de}";"treblading {@sv}";"treblading {@nb}";"treblading {@nn}";"treblad {@da}";"þríblaða {@is}";;"trīslapis {@lv}";;"τριφύλλι [2] {@el}";"trifolium {@la}";"trefoglie {@it}";"tiercefeuille {@fr}";"trifolio {@es}";"trifoli {@ca}";"trifolio {@pt}";"treflă {@ro}";"trzylistkowy {@pl}";;;;;;;"трилистник {@ru}";;"трилисник {@uk}";"Q3998217"
368;"kuusilehtinen {@fi}";"kuusleheline {@et}";;"sixfoil {@en}";"zesblad {@nl}";"Sechsblatt {@de}";"sexblading {@sv}";"seksblading {@nb}";"seksblading {@nn}";"seksblad {@da}";"sexblaða {@is}";;"sešlapis {@lv}";;"έξιφύλλα {@el}";"sexfolium {@la}";"seifoglie {@it}";"sextefeuille {@fr}";;"sextifoli {@ca}";;;"sześciopłatkowy {@pl}";;;;;;;"шестилистник {@ru}";;"шестилисник {@uk}";"Q3954649"
369;"lyhde {@fi}";"vihk {@et}";"búzakéve {@hu}";"garb {@en}";"korenschoof {@nl}";"Garbe {@de}";"kärve {@sv}";"kornnek {@nb}";"kornnek {@nn}";"neg {@da}";"kornaxaknippi {@is}";;"kūlis {@lv}";"kapë {@sq}";"δεμάτι {@el}";"fascis frumentarius {@la}";"covone {@it}";"gerbe {@fr}";"gavilla {@es}";"garba {@ca}";"feixe {@pt}";"snop {@ro}";"snop {@pl}";"snop {@cs}";"snop {@sk}";"snop {@sl}";"snop {@hr}";"сноп {@sr}";"сноп {@bg}";"сноп {@ru}";"сноп {@be}";"сніп {@uk}";"Q1493940"
370;"viisisakarainen tähti {@fi}";"viieharuline täht {@et}";"ötágú csillag {@hu}";"mullet of five points {@en}";"vijfpuntige ster {@nl}";"fünfstrahliger Stern {@de}";"femuddig stjärna {@sv}";"femoddet stjerne {@nb}";"femodda stjerne {@nn}";"femtakkede stjerne {@da}";"fimmodda stjarna {@is}";"penkiakampė žvaigždė {@lt}";"piecstaru zvaigzne {@lv}";"pesëcepësh ylli {@sq}";"πεντάκτινο αστέρι {@el}";"stella quinque radiorum {@la}";"stella di cinque raggi {@it}";"étoile à cinq rais {@fr}";"estrella de cinco puntas {@es}";"estrella de cinc puntes {@ca}";"estrela de cinco pontas {@pt}";"stea cu cinci raze {@ro}";"gwiazda pięcioramienna {@pl}";"pětihrotá hvězda {@cs}";;"petkrako zvezdo {@sl}";"petokraka zvijezda {@hr}";"петокрака звезда {@sr}";;"пятиконечная звезда {@ru}";"пяціканцовая зорка {@be}";"п'ятикутна зірка {@uk}";"Q60441276"
371;"kahdeksansakarainen tähti {@fi}";"kaheksaharuline täht {@et}";"nyolcágú csillag {@hu}";"mullet of eight points {@en}";"achtpuntige ster {@nl}";"achtstrahliger Stern {@de}";"åttauddig stjärna {@sv}";"åtteoddet stjerne {@nb}";"åtteodda stjerne {@nn}";"ottetakkede stjerne {@da}";"áttaodda stjarna {@is}";;"astoņstaru zvaigzne {@lv}";"tetëcepësh ylli {@sq}";"οκτώ ακτίνες αστέρι {@el}";"stella octo radiorum {@la}";"stella di otto raggi {@it}";"étoile à huit rais {@fr}";"estrella de ocho puntas {@es}";"estrella de vuit puntes {@ca}";"estrela de oito pontas {@pt}";"stea cu opt raze {@ro}";"gwiazda ośmioramienna {@pl}";"osmihrotá hvězda {@cs}";;;;"осмокраке звезда {@sr}";"осемлъчна звезда {@bg}";"восьмиконечная звезда {@ru}";"васьміканцовая зорка {@be}";;"Q60441376"
373;"ahma {@fi}";"ahm {@et}";"rozsomák {@hu}";"wolverine {@en}";"veelvraat {@nl}";"Vielfraß {@de}";"järv {@sv}";"jerv {@nb}";"jerv {@nn}";"jærv {@da}";"jarfi {@is}";"ernis {@lt}";"tinis {@lv}";;"αδηφάγος {@el}";"gulo {@la}";"ghiottone {@it}";"glouton {@fr}";"glotón {@es}";"golut {@ca}";"glutão {@pt}";"gluton {@ro}";"rosomak {@pl}";"rosomák {@cs}";"rosomák {@sk}";"rosomah {@sl}";"gorska kuna {@hr}";"ждеравац {@sr}";"росомаха {@bg}";"росомаха {@ru}";"расамаха {@be}";"росомаха {@uk}";
374;"aita {@fi}";"aed {@et}";"kerítés {@hu}";"fence {@en}";"hek {@nl}";"Zaun {@de}";"stängsel {@sv}";"gjerde {@nb}";"gjerde {@nn}";"stakit {@da}";;"tvora {@lt}";"žogs {@lv}";"gardh {@sq}";"φράκτης {@el}";"repagulum {@la}";"palizzata {@it}";"barrière {@fr}";"alambrada {@es}";"tanca {@ca}";"cerca {@pt}";"gard {@ro}";"ogrodzenie {@pl}";"plot {@cs}";"oplotenie {@sk}";"ograjo {@sl}";"ograda {@hr}";"ограда {@sr}";"ограда {@bg}";"забор {@ru}";"плот {@be}";"паркан {@uk}";"Q55373815"
375;"atrain {@fi}";"ahing {@et}";"Neptun-villa {@hu}";"trident {@en}";"aalgeer {@nl}";"Aalstecher {@de}";"ljuster {@sv}";"lystregaffel {@nb}";"trefork {@nn}";"ålejern {@da}";"þríforkur {@is}";"kovos trišakis {@lt}";;"sfurk tridhëmbësh {@sq}";"τρίαινα {@el}";"tridens {@la}";"tridente {@it}";"trident {@fr}";"tridente {@es}";"trident {@ca}";"tridente {@pt}";"trident {@ro}";"trójząb {@pl}";"trojzubec {@cs}";"trojzubec {@sk}";;"trozubac {@hr}";"трозубац {@sr}";"тризъбец {@bg}";"трезубец {@ru}";"трызубец {@be}";"тризубець {@uk}";"Q1258214"
376;"aurankärki {@fi}";"adratera {@et}";"ekevas {@hu}";"ploughbill {@en}";"ploegijzer {@nl}";"Pflugschar {@de}";"plogbill {@sv}";"plogjern {@nb}";"plogjarn {@nn}";"plovjern {@da}";"plógjárn {@is}";"noragas {@lt}";"lemesis {@lv}";"plor {@sq}";"υνίο {@el}";"vomer {@la}";"vomere {@it}";"soc de charrue {@fr}";"reja {@es}";"reixa {@ca}";"relha {@pt}";"brăzdar {@ro}";"lemiesz {@pl}";"radlice {@cs}";"radlice {@sk}";;"lemeš {@hr}";"раоник {@sr}";"палешник {@bg}";"сошник {@ru}";"орало {@be}";"леміш {@uk}";
377;"haahlat {@fi}";;"edényszakasztó {@hu}";"trammel hook {@en}";"schoorsteenhaal {@nl}";"Kesselhaken {@de}";"kittelkrok {@sv}";"skjerding {@nb}";;"kedelkrog {@da}";;;"katla kāsis {@lv}";;;"cremacula {@la}";"catena da fuoco {@it}";"crémaillère {@fr}";"llares {@es}";"llares de cremallera {@ca}";"cremalheira {@pt}";;;;;;;;;"крюк печной {@ru}";;;"Q56877301"
378;"kolpakko {@fi}";"õllekapp {@et}";"söröskorsó {@hu}";"tankard {@en}";"bierpul {@nl}";"Bierkrug {@de}";"sejdel {@sv}";"seidel {@nb}";"seidel {@nn}";"ølkrus {@da}";"ölkrús {@is}";"alaus puodelis {@lt}";"alus krūze {@lv}";"krikëll {@sq}";"κούπα {@el}";"cantharus {@la}";"boccale {@it}";"chope {@fr}";"pichel {@es}";"boc {@ca}";"caneca de cerveja {@pt}";"halbă {@ro}";"kufel {@pl}";"korbel {@cs}";"korbeľ {@sk}";;"krigla {@hr}";"бокал {@sr}";;"пивная кружка {@ru}";"піўная гуртка {@be}";"пивний кухоль {@uk}";
379;"halstari {@fi}";"lauritsarest {@et}";"rost {@hu}";"gridiron {@en}";"rooster {@nl}";"Rost {@de}";"halster {@sv}";"steikerist {@nb}";;"stegerist {@da}";"steikarrist {@is}";"grotelės {@lt}";"restes {@lv}";"vuaj {@sq}";"εσχάρα {@el}";"craticula {@la}";"graticola {@it}";"gril {@fr}";"parrilla {@es}";"graella {@ca}";"grade {@pt}";"grătar {@ro}";"ruszt {@pl}";"rošt {@cs}";"rošt {@sk}";"ražnju {@sl}";"roštilj {@hr}";"роштиљ {@sr}";;"рашпер {@ru}";"рашпер {@be}";"рашпере {@uk}";"Q27267368"
380;"hanhi {@fi}";"hani {@et}";"liba {@hu}";"goose {@en}";"gans {@nl}";"Gans {@de}";"gås {@sv}";"gås {@nb}";"gås {@nn}";"gås {@da}";"gæs {@is}";"žąsis {@lt}";"zoss {@lv}";"patë {@sq}";"χήνα {@el}";"anser {@la}";"oca {@it}";"oie {@fr}";"ganso {@es}";"oca {@ca}";"ganso {@pt}";"gâscă {@ro}";"gęś {@pl}";"husa {@cs}";"husia {@sk}";"gos {@sl}";"guska {@hr}";"гуска {@sr}";"гъска {@bg}";"гусь {@ru}";"гусь {@be}";"гусак {@uk}";"Q1493607"
381;"harppu {@fi}";"harf {@et}";"hárfa {@hu}";"harp {@en}";"harp {@nl}";"Harfe {@de}";"harpa {@sv}";"harpe {@nb}";"harpe {@nn}";"harpe {@da}";"harpa {@is}";"arfa {@lt}";"arfa {@lv}";"harpë {@sq}";"άρπα {@el}";"harpa {@la}";"arpa {@it}";"harpe {@fr}";"arpa {@es}";"arpa {@ca}";"harpa {@pt}";"harpă {@ro}";"harfa {@pl}";"harfa {@cs}";"harfa {@sk}";"harfa {@sl}";"harfa {@hr}";"харфа {@sr}";"арфа {@bg}";"арфа {@ru}";"арфа {@be}";"арфа {@uk}";"Q1585282"
382;"harppuuna {@fi}";"harpuun {@et}";"szigony {@hu}";"harpoon {@en}";"harpoen {@nl}";"Harpune {@de}";"harpun {@sv}";"harpun {@nb}";"harpun {@nn}";"harpun {@da}";"skutull {@is}";"harpūnas {@lt}";"harpūna {@lv}";;"καμάκι {@el}";"fuscina piscatoria {@la}";"rampone {@it}";"harpon {@fr}";"arpón {@es}";"arpó {@ca}";"arpão {@pt}";"harpon {@ro}";"harpun {@pl}";"harpuna {@cs}";"harpúna {@sk}";"harpuna {@sl}";"harpun {@hr}";"харпун {@sr}";"харпун {@bg}";"гарпун {@ru}";"гарпун {@be}";"гарпун {@uk}";"Q55372542"
384;"hylje {@fi}";"hüljes {@et}";"fóka {@hu}";"seal {@en}";"rob {@nl}";"Robbe {@de}";"säl {@sv}";"sel {@nb}";"sel {@nn}";"sæl {@da}";"hreifadýr {@is}";"ruonis {@lt}";"ronis {@lv}";"fokë {@sq}";"φώκια {@el}";"phoca {@la}";"foca {@it}";"phoque {@fr}";"foca {@es}";"foca {@ca}";"foca {@pt}";"focă {@ro}";"foka {@pl}";"tuleň {@cs}";"tuleň {@sk}";"tjulenj {@sl}";"tuljan {@hr}";"фока {@sr}";"тюлен {@bg}";"тюлень {@ru}";"цюлень {@be}";"тюлень {@uk}";
385;"höylä {@fi}";"höövel {@et}";"gyalu {@hu}";"plane {@en}";"schaaf {@nl}";"Hobel {@de}";"hyvel {@sv}";"høvel {@nb}";"høvel {@nn}";"høvl {@da}";"hefill {@is}";"oblius {@lt}";"ēvele {@lv}";"zdrukth {@sq}";"μηχανή πλανίσματος {@el}";"runcina {@la}";"pialla {@it}";"rabot {@fr}";"guillame {@es}";"ribot {@ca}";"plaina {@pt}";"rindea {@ro}";"strug {@pl}";"hoblík {@cs}";"hoblík {@sk}";;"blanja ručna {@hr}";"блања ручна {@sr}";"ренде {@bg}";"рубанок {@ru}";"гэблік {@be}";"рубанок {@uk}";"Q25392154"
386;"ies {@fi}";"ike {@et}";"járom {@hu}";"yoke {@en}";"juk {@nl}";"Joch {@de}";"ok {@sv}";"åk {@nb}";"åk {@nn}";"åg {@da}";"ok {@is}";"jungas {@lt}";"jūgs {@lv}";"zgjedhë {@sq}";"ζυγός [2] {@el}";"iugum {@la}";"giogo {@it}";"joug {@fr}";"yugo {@es}";"jou {@ca}";"jugo {@pt}";"jug {@ro}";"jarzmo {@pl}";"jařmo {@cs}";"jarmo {@sk}";"telenge {@sl}";"jaram {@hr}";"јарам {@sr}";"иго {@bg}";"иго {@ru}";"ярмо {@be}";"ярмо {@uk}";"Q3765054"
387;"juomasarvi {@fi}";"joogisarv {@et}";"ivókürtöt {@hu}";"drinking horn {@en}";"drinkhoorn {@nl}";"Trinkhorn {@de}";"dryckeshorn {@sv}";"drikkehorn {@nb}";"drikkehorn {@nn}";"drikkehorn {@da}";"drekka horn {@is}";"geriamojo rago {@lt}";"dzeršana rags {@lv}";;"πόσιμο κέρατο {@el}";"cornu potatorium {@la}";"corno per bere {@it}";"corne à boire {@fr}";"cuerno de beber {@es}";"banya per beure {@ca}";"chifre de beber {@pt}";"corn de băut {@ro}";"róg do picia {@pl}";"pití roh {@cs}";"pitie roh {@sk}";;;;;"рог для питья {@ru}";"рог пітной {@be}";"ріг питної {@uk}";"Q55353824"
