vastuu,lc,lpref,lalts,lLTs,PÄÄTÖS,KOMMENTIT,yc,ypref,yLTs,tyyppi
,http://urn.fi/URN:NBN:fi:au:lapponica:L1,ahkiot,,,ei löydy,,,,,
,http://urn.fi/URN:NBN:fi:au:lapponica:L4,ahma,,petoeläimet,exactMatch,,http://www.yso.fi/onto/yso/p15810,ahma,näätäeläimet,K
,http://urn.fi/URN:NBN:fi:au:lapponica:L6,akkalansaame,,saamen kieli; kuolansaame,ei löydy,,,,,
,http://urn.fi/URN:NBN:fi:au:lapponica:L9,akkulturaatio,,,exactMatch,,http://www.yso.fi/onto/yso/p7905,akkulturaatio,sosiaalinen muutos; kulttuurin muutos,K
,http://urn.fi/URN:NBN:fi:au:lapponica:L1153,Alaska,,Arktis,exactMatch,,http://www.yso.fi/onto/yso/p105866,Alaska,Yhdysvallat,P
,http://urn.fi/URN:NBN:fi:au:lapponica:L12,aleutin kieli,,,exactMatch,,http://www.yso.fi/onto/yso/p24283,aleutin kieli,eskimo-aleuttilaiset kielet,K
,http://urn.fi/URN:NBN:fi:au:lapponica:L14,aleutit,,alkuperäiskansat (Pohjoiset kansat),exactMatch,,http://www.yso.fi/onto/yso/p25233,aleutit,väestöryhmään liittyvä rooli,K
,http://urn.fi/URN:NBN:fi:au:lapponica:L17,alkuperäiskansat (Pohjoiset kansat),,,"broadMatch
","YSOsta löytyy alkuperäiskansat, mutta tämä on rajattu pohjoisiin",,,,
,http://urn.fi/URN:NBN:fi:au:lapponica:L34,allasalueet,,vesistöjen säännöstely,exactMatch,,http://www.yso.fi/onto/yso/p3809,allasalueet,ihmisen määrittämät alueet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L40,alppilajit,,talviurheilu,exactMatch,käsitteet ovat eri hierarkioissa,http://www.yso.fi/onto/yso/p8333,alppilajit,urheilulajit,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L45,Altan tapahtumat,,,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L47,aluebibliografiat,paikallisbibliografiat,,exactMatch,,http://www.yso.fi/onto/yso/p17969,aluebibliografiat,bibliografiat (luettelot),K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L49,alueellinen identiteetti,,identiteetti,exactMatch,,http://www.yso.fi/onto/yso/p8127,alueellinen identiteetti,identiteetti,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L53,alueellinen yhteistyö,,kansainvälinen yhteistyö,closeMatch,eri yläkäsite. close vai exact?,http://www.yso.fi/onto/yso/p6335,alueellinen yhteistyö,yhteistyö,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L55,alueellistaminen,,,exactMatch,,http://www.yso.fi/onto/yso/p6738,alueellistaminen,toisenlaiseksi muuttaminen,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L57,alueellistuminen,,,exactMatch,,http://www.yso.fi/onto/yso/p13616,alueellistuminen,yhteiskunnallinen muutos,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L58,alueellisuus,,,exactMatch,,http://www.yso.fi/onto/yso/p4882,alueellisuus,yhteiskunnalliset ominaisuudet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L59,alueet,,,exactMatch,,http://www.yso.fi/onto/yso/p9978,alueet,paikka,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L63,aluehallinto,,,exactMatch,,http://www.yso.fi/onto/yso/p776,aluehallinto,julkinen hallinto,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L68,aluekehitys,,,exactMatch,,http://www.yso.fi/onto/yso/p2275,aluekehitys,kehitys,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L69,aluekokoelmat,,maakuntakirjastot,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L72,alueohjelmat,,,exactMatch,,http://www.yso.fi/onto/yso/p12807,alueohjelmat,ohjelmat (suunnitelmat),K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L73,alueorkesteritoiminta,,,exactMatch,,http://www.yso.fi/onto/yso/p13250,alueorkesteritoiminta,orkesteritoiminta,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L74,aluepolitiikka,,,exactMatch,,http://www.yso.fi/onto/yso/p1468,aluepolitiikka,yhteiskuntapolitiikka,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L76,aluerakenne,,,exactMatch,,http://www.yso.fi/onto/yso/p11355,aluerakenne,rakenne,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L77,aluesuunnittelu,,,exactMatch,,http://www.yso.fi/onto/yso/p6754,aluesuunnittelu,suunnittelu,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L80,aluetalous,,,exactMatch,,http://www.yso.fi/onto/yso/p6178,aluetalous,talous,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L81,alueteatteritoiminta,,,exactMatch,,http://www.yso.fi/onto/yso/p15036,alueteatteritoiminta,kulttuuritoiminta,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L83,aluetiede,,,exactMatch,,http://www.yso.fi/onto/yso/p8398,aluetiede,tieteet (erikoisalat),K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L48,aluetietokannat,,,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L84,aluetutkimus,,tutkimustyö,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p8397,aluetutkimus,tutkimustoiminta,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L85,ammattikalastus,,kalastus,exactMatch,,http://www.yso.fi/onto/yso/p3266,ammattikalastus,kalastus,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L87,ampuhaukka,,linnut; haukat,exactMatch,,http://www.yso.fi/onto/yso/p28724,ampuhaukka,jalohaukat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L90,ampumahiihto,,hiihtolajit,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p11800,ampumahiihto,talviurheilu,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L92,ansapyynti,,pyynti; metsästys,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L95,antarktinen alue,,napa-alueet,exactMatch,,http://www.yso.fi/onto/yso/p12432,antarktinen alue,napa-alueet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1154,Antarktis,,napa-alueet,exactMatch,,http://www.yso.fi/onto/yso/p109093,Antarktis,,P
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L101,arkeologia,,,exactMatch,,http://www.yso.fi/onto/yso/p1265,arkeologia,ihmistieteet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L109,arkkutuolit,,tuolit,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L111,arktinen alue,,napa-alueet,exactMatch,,http://www.yso.fi/onto/yso/p12434,arktinen alue,napa-alueet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L115,arktinen hysteria,,,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L117,arktinen lääketiede,,lääketiede,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L119,arktinen tekniikka,,tekniikka,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L121,arktinen tutkimus,,tutkimustyö,exactMatch,,http://www.yso.fi/onto/yso/p12194,arktinen tutkimus,tutkimustoiminta,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L124,arktinen yhteistyö,,kansainvälinen yhteistyö,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L126,Arktis,,napa-alueet,exactMatch,löytyy myös arktinen alue. voiko kahdella käsitteellä olla exact match samaan YSO-käsitteeseen?,http://www.yso.fi/onto/yso/p12434,arktinen alue,napa-alueet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1160,Arktis : Kanada,,,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1165,Arktis : Neuvostoliitto (hist.),,,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1166,Arktis : Venäjä,,,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L31,arktiset kulttuurit,,,exactMatch,,http://www.yso.fi/onto/yso/p6309,arktiset kulttuurit,kulttuurit (kulttuurimuodot),K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L128,assimilaatio (sosiologia),,,exactMatch,,http://www.yso.fi/onto/yso/p6142,assimilaatio (sosiologia),henkilöön liittyvä muutos,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L102,asuinpaikat,,arkeologia, ? ,"eri hierarkia, onko lapponican käsite vain arkeologian näkökulmasta?",http://www.yso.fi/onto/yso/p14303,asuinpaikat,ihmisen määrittämät paikat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L136,asunnot,,,exactMatch,,http://www.yso.fi/onto/yso/p256,asunnot,tilat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L141,asuntolat,,,exactMatch,,http://www.yso.fi/onto/yso/p9069,asuntolat,ihmisen määrittämät paikat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L143,asutushistoria,,,exactMatch,,http://www.yso.fi/onto/yso/p16323,asutushistoria,historia,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L146,asutusluotot,,luotot,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L147,asutuspolitiikka,,,exactMatch,,http://www.yso.fi/onto/yso/p13697,asutuspolitiikka,yhteiskuntapolitiikka,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L148,asutustilat,,,exactMatch,,http://www.yso.fi/onto/yso/p13698,asutustilat,ihmisen määrittämät paikat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L151,asutustoiminta,,,exactMatch,,http://www.yso.fi/onto/yso/p13696,asutustoiminta,liikuttaminen,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L152,aurinko,,,exactMatch,,http://www.yso.fi/onto/yso/p5051,aurinko,tähdet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L155,autiotuvat,,eräretkeily,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p14992,autiotuvat,tuvat (rakennukset); ulkoilumajat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L160,avohakkuut,,hakkuut,exactMatch,,http://www.yso.fi/onto/yso/p8845,avohakkuut,hakkuut,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1168,Barentsin alue,,,exactMatch,,http://www.yso.fi/onto/yso/p110157,Barentsin alue,,P
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L162,Barentsin alue : yhteistyö,,kansainvälinen yhteistyö,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1170,Barentsinmeri,,Jäämeri,exactMatch,,http://www.yso.fi/onto/yso/p107671,Barentsinmeri,,P
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1171,Beaufortinmeri,,Jäämeri,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L165,Bidjovagge,,kaivokset,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L167,Birtavarre,,kaivokset,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L168,bjarmit,,muinaiskansat,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L170,duaali,,,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L172,duodji,,,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L175,ekomatkailu,,matkailu,exactMatch,,http://www.yso.fi/onto/yso/p8121,ekomatkailu,matkailu,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L179,Elijärvi,,kaivokset,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L180,eläimet : palvonta,,,exactMatch,"löytyy YSOsta muodossa ""eläinten palvonta""",,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L184,eläinmaantiede,,,exactMatch,,http://www.yso.fi/onto/yso/p20102,eläinmaantiede,eläintiede; eliömaantiede,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L185,eläinpuistot,,,exactMatch,,http://www.yso.fi/onto/yso/p5210,eläinpuistot,ihmisen määrittämät paikat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L187,eläinurheilu,,,exactMatch,,http://www.yso.fi/onto/yso/p6964,eläinurheilu,urheilu,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L18,enetsit,jeniseinsamojedit,alkuperäiskansat (Pohjoiset kansat); samojedit,exactMatch,,http://www.yso.fi/onto/yso/p27679,enetsit,samojedit,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L190,enteet,,kansanusko,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p6087,enteet,kulttuuriset objektit,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L193,erakot,,,exactMatch,,http://www.yso.fi/onto/yso/p19343,erakot,toimintaan liittyvä rooli,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L195,eräkertomukset,,,exactMatch,,http://www.yso.fi/onto/yso/p10767,eräkertomukset,kertomukset,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L196,eräkirjallisuus,,,exactMatch,,http://www.yso.fi/onto/yso/p10766,eräkirjallisuus,kirjallisuus,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L157,eräkämpät,,eräretkeily,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L197,Erämaaliike,,,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L198,erämaat,,,exactMatch,,http://www.yso.fi/onto/yso/p16977,erämaat,luonnon muodostamat alueet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L199,eräoppaat,,ohjelmapalvelut; eräretkeily,exactMatch,,http://www.yso.fi/onto/yso/p1981,eräoppaat (ammatit),,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L156,eräretkeily,eräelämä,retkeily,exactMatch,,http://www.yso.fi/onto/yso/p10784,eräretkeily,retkeily,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L105,esihistoria,,,exactMatch,,http://www.yso.fi/onto/yso/p4622,esihistoria,aikakaudet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L203,esikoislestadiolaisuus,,lestadiolaisuus,ei löydy,,http://www.yso.fi/onto/yso/p5426,lestadiolaisuus,herätysliikkeet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L13,eskimokielet,,,exactMatch,,http://www.yso.fi/onto/yso/p4481,eskimokielet,eskimo-aleuttilaiset kielet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L205,eskimokielet : Grönlanti,grönlannin kieli,,exactMatch,"exact match YSOn ""grönlannin kieli""",,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1155,Etelämanner,,Antarktis,exactMatch,,http://www.yso.fi/onto/yso/p105274,Etelämanner,,P
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L99,etelänapa,,napa-alueet,exactMatch,,http://www.yso.fi/onto/yso/p12433,etelänapa,napa-alueet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L207,eteläsaame,,saamen kieli,exactMatch,,http://www.yso.fi/onto/yso/p27284,eteläsaame,saamen kieli,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L208,eteläsaamelaiset,,saamelaiset,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L192,etiäiset,,kansanusko,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L209,etninen rock,,rock,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L212,etninen taide,,,closeMatch,,http://www.yso.fi/onto/yso/p15441,kansantaide,taide,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L32,etniset ryhmät,,,exactMatch,,http://www.yso.fi/onto/yso/p5736,etniset ryhmät,väestöryhmät,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L213,etniset uskonnot,,uskonnot,exactMatch,,http://www.yso.fi/onto/yso/p19605,etniset uskonnot,uskonnot (opit),K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L33,etniset vähemmistöt,,vähemmistöt,exactMatch,,http://www.yso.fi/onto/yso/p5739,etniset vähemmistöt,vähemmistöt,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L220,etnisyys,,identiteetti,exactMatch,"YSOsta löytyy myös ""etninen identiteetti"" jonka yläkäsite on identiteetti.",http://www.yso.fi/onto/yso/p17028,etnisyys,yhteiskunnalliset ominaisuudet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L224,etnogeneesi,,,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L226,etnografia,,,exactMatch,,http://www.yso.fi/onto/yso/p14028,etnografia,kulttuuriantropologia,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L228,etnohistoria,,,exactMatch,,http://www.yso.fi/onto/yso/p3914,etnohistoria,historia,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L231,etnomusiikki,,, ? ,korkeintaan closeMatch; Lapponicasta löytyy myös perinnemusiikki jonka ohjaustermi on etnomusiikki,http://www.yso.fi/onto/yso/p1591,perinnemusiikki,musiikki,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L232,etnomusikologia,musiikkiantropologia; musiikkietnologia; kansanmusiikintutkimus,perinnetieteet,exactMatch,,http://www.yso.fi/onto/yso/p8727,etnomusikologia,kulttuuriantropologia; musiikkitiede; perinnetieteet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L235,etnopsykologia,,,exactMatch,,http://www.yso.fi/onto/yso/p15285,etnopsykologia,psykologia,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L236,evakko,,, ? ,YSOsta löytyy siirtoväki (alt: evakot). tähän closeMatch? Lapponican yksikkömuoto: mihin viittaa?,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L241,evakuointi,,,exactMatch,,http://www.yso.fi/onto/yso/p8436,evakuointi,liikuttaminen,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L19,evenkit,tunguusit,alkuperäiskansat (Pohjoiset kansat),exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p26143,evenkit,aasialaiset,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L244,folklorismi,,,exactMatch,,http://www.yso.fi/onto/yso/p7385,folklorismi,aatteet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L246,folkloristiikka,kansanrunoudentutkimus,perinnetieteet,exactMatch,,http://www.yso.fi/onto/yso/p17883,folkloristiikka,kulttuuriantropologia,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1156,Frans Joosefin maa,,Arktis,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L247,freestyle,,hiihtolajit,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p8086,freestyle,talviurheilu,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L248,glasiaaligeologia,jääkausigeologia,,exactMatch,,http://www.yso.fi/onto/yso/p6799,glasiaaligeologia,geologia,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L251,glasiologia,jäätutkimus; jäätiköntutkimus,,exactMatch,,http://www.yso.fi/onto/yso/p6798,glasiologia,geofysiikka,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1172,Grönlanninmeri,,Jäämeri,exactMatch,,http://www.yso.fi/onto/yso/p111195,Grönlanninmeri,,P
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1157,Grönlanti,,Arktis,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p105138,Grönlanti,Tanska,P
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L253,grönlantilaiset,,,exactMatch,,http://www.yso.fi/onto/yso/p10016,grönlantilaiset,tanskalaiset,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L254,haahka,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p17872,haahka,sukeltajasorsat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L56,hajautus,hajasijoitus,,exactMatch,,http://www.yso.fi/onto/yso/p6739,hajautus,toisenlaiseksi muuttaminen,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L161,hakkuut,metsänhakkuut,,exactMatch,,http://www.yso.fi/onto/yso/p5853,hakkuut,käyttöönottava muuttaminen,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L256,halla,,sääilmiöt,exactMatch,,http://www.yso.fi/onto/yso/p14850,halla,sääilmiöt,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L259,haltijat,,yliluonnolliset olennot,exactMatch,,http://www.yso.fi/onto/yso/p18973,haltijat,yliluonnolliset olennot; taruolennot; satuolennot,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L262,hanhet,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p8344,hanhet,sorsat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1173,Hanti-Mansia,,,exactMatch,,http://www.yso.fi/onto/yso/p165180,Hanti-Mansia,Venäjä,P
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L266,hantin kieli,ostjakin kieli,obinugrilaiset kielet,exactMatch,,http://www.yso.fi/onto/yso/p12146,hantin kieli,obinugrilaiset kielet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L20,hantit,ostjakit,alkuperäiskansat (Pohjoiset kansat); obinugrilaiset kansat,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p4829,hantit,obinugrilaiset,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L269,hapan laskeuma,,,exactMatch,,http://www.yso.fi/onto/yso/p583,hapan laskeuma,laskeumat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L270,happamoituminen,,,exactMatch,,http://www.yso.fi/onto/yso/p584,happamoituminen,luonnontieteellinen muutos,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L271,harjus,,kalat; lohikalat,exactMatch,,http://www.yso.fi/onto/yso/p9909,harjus,lohikalat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L89,haukat,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p5791,haukat,petolinnut,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L277,havumetsät,,metsät,exactMatch,,http://www.yso.fi/onto/yso/p16691,havumetsät,metsät,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L280,helmenpyynti,,,exactMatch,,http://www.yso.fi/onto/yso/p16558,helmenpyynti,pyynti,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L282,helmikirjonta,,kirjonta,exactMatch,,http://www.yso.fi/onto/yso/p25390,helmikirjonta,kirjonta,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L284,henkilönnimet,,nimistöntutkimus,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p1334,henkilönnimet,erisnimet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L286,herrnhutilaisuus,,pietismi,exactMatch,,http://www.yso.fi/onto/yso/p14685,herrnhutilaisuus,pietismi,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L288,herätysliikkeet,,,exactMatch,,http://www.yso.fi/onto/yso/p6270,herätysliikkeet,uskonnolliset liikkeet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L290,hiihto,murtomaahiihto; maastohiihto,hiihtolajit,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p11094,hiihto,talviurheilu; liikkuminen,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L293,hiihtohissit,,,exactMatch,,http://www.yso.fi/onto/yso/p14825,hiihtohissit,nostolaitteet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L294,hiihtokeskukset,,,exactMatch,,http://www.yso.fi/onto/yso/p17756,hiihtokeskukset,urheilukeskukset,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L91,hiihtolajit,,talviurheilu,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p4170,hiihtolajit,urheilulajit,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L297,hiihtosuunnistus,,hiihtolajit,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p17052,hiihtosuunnistus,talviurheilu; suunnistus,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L300,hiiripöllö,,linnut; pöllöt,exactMatch,,http://www.yso.fi/onto/yso/p25297,hiiripöllö,pöllöt,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L302,hilla,suomuurain,luonnonmarjat; marjat,exactMatch,YSOon tulossa eri hierarkia. ks. https://github.com/NatLibFi/Finto-data/issues/805,http://www.yso.fi/onto/yso/p14733,lakka (marjat),marjat; vatukat,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L306,himmelit,,olkityöt; joulukoristeet,exactMatch,,http://www.yso.fi/onto/yso/p27099,himmelit,koristeet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L309,hopea,,,exactMatch,,http://www.yso.fi/onto/yso/p7409,hopea,jalometallit,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L310,hopeatyöt,,taidekäsityö,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p10275,hopeatyöt,metallityöt,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L1158,Huippuvuoret,,Arktis,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p105873,Huippuvuoret,Norja,P
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L311,huippuvuortenpeura,,,ei löydy,,,,,
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L315,huurre,,sääilmiöt,exactMatch,eri hierarkia,http://www.yso.fi/onto/yso/p5380,huurre,jää,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L318,hylkeenpyynti,,,exactMatch,,http://www.yso.fi/onto/yso/p20419,hylkeenpyynti,pyynti,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L319,hylkeet,,,exactMatch,,http://www.yso.fi/onto/yso/p9962,hylkeet,hylje-eläimet,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L321,identiteetti,,,exactMatch,,http://www.yso.fi/onto/yso/p9743,identiteetti,mentaaliset objektit,K
Tuomas,http://urn.fi/URN:NBN:fi:au:lapponica:L137,iglut,lumimajat,asunnot,exactMatch,,http://www.yso.fi/onto/yso/p26969,iglut,asumukset,K
