vastuu,lc,lpref,lalts,lLTs,PÄÄTÖS,KOMMENTIT,yc,ypref,yLTs,tyyppi
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L803,poronhoito,,,exactMatch,,http://www.yso.fi/onto/yso/p1203,poronhoito,kotieläinhoito,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L981,poronhoito (oppiaine),,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L982,poronhoito : laitumet,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L378,poronhoito : paimentolaiset,,paimentolaiset,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L983,poronhoito : tarhaus,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L972,poronhoito : teurastus,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L984,poronhoito : vasanmerkintä,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L986,poronhoito-oikeus,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L985,poronhoitoalue,,,exactMatch,,http://www.yso.fi/onto/yso/p27996,poronhoitoalueet,ihmisen määrittämät alueet,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L987,poronjalostus,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L988,poronliha,,,exactMatch,,http://www.yso.fi/onto/yso/p11805,poronliha,riista,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L965,poronmaito,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L989,poronnahka,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L990,porontalja,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L991,poronturkis,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L379,poropaimentolaisuus,,paimentolaiset,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L992,porosaamelaiset,,saamelaiset,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L994,porotalous,,,exactMatch,,http://www.yso.fi/onto/yso/p11183,porotalous,kotieläintalous,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L780,porotilamatkailu,,matkailu,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L150,porotilat,,asutustilat,exactMatch,,http://www.yso.fi/onto/yso/p21896,porotilat,kotieläintilat,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L995,porotutkimus,,tutkimustyö,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L961,porovahingot,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L996,porovarkaudet,,,ei löydy,,,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L997,Porttipahta,,tekoaltaat; allasalueet,exactMatch,,http://www.yso.fi/onto/yso/p109868,Porttipahta (Sodankylä),Sodankylä,P
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L42,pujottelu,,alppilajit,exactMatch,,http://www.yso.fi/onto/yso/p10071,pujottelu,talviurheilu,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L2,pulkat,,,exactMatch,,http://www.yso.fi/onto/yso/p12855,pulkat,kuljetusvälineet,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L440,puolikielisyys,,,exactMatch,,http://www.yso.fi/onto/yso/p10958,puolikielisyys,kaksikielisyys,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L735,puolukka,,luonnonmarjat; marjat,exactMatch,,http://www.yso.fi/onto/yso/p12884,,,
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L611,puulajit,,,exactMatch,,http://www.yso.fi/onto/yso/p13848,puulajit,lajit,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L255,puunkorjuu,,,exactMatch,,http://www.yso.fi/onto/yso/p14735,puunkorjuu,käyttöönottava muuttaminen,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L999,puuraja,,,exactMatch,,http://www.yso.fi/onto/yso/p587,puuraja,luonnon muodostamat alueet,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L573,puutavara,,,exactMatch,,http://www.yso.fi/onto/yso/p1740,puutavara,elottomat objektit,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L675,puutyöt,,käsityöt,exactMatch,,http://www.yso.fi/onto/yso/p5560,puutyöt,käsityö (toiminta),K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L537,pyhät paikat,,,exactMatch,,http://www.yso.fi/onto/yso/p579,pyhät paikat,ihmisen määrittämät paikat,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L94,pyynti,,,exactMatch,,http://www.yso.fi/onto/yso/p947,pyynti,käyttöönottava muuttaminen,K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L127,pyyntikulttuurit,,,exactMatch,,http://www.yso.fi/onto/yso/p1545,pyyntikulttuurit,kulttuurit (kulttuurimuodot),K
Osma,http://urn.fi/URN:NBN:fi:au:lapponica:L1004,pyyntikuopat,,,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L450,pyyntimiehet,,,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L463,pyyntivälineet,pyydykset,,exactMatch,,http://www.yso.fi/onto/yso/p16895,pyyntivälineet,välineet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L301,pöllöt,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p922,pöllöt,pöllölinnut,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1005,Raajärvi,,kaivokset,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1006,raanut,,taidekäsityö,exactMatch,,http://www.yso.fi/onto/yso/p17557,raanut,tekstiilit,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1007,radioaktiivinen laskeuma,,,exactMatch,,http://www.yso.fi/onto/yso/p5923,radioaktiivinen laskeuma,laskeumat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1008,radioaktiivinen säteily,,,exactMatch,,http://www.yso.fi/onto/yso/p458,radioaktiivinen säteily,ionisoiva säteily; säteily,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1009,radioaktiivisuus,,,exactMatch,,http://www.yso.fi/onto/yso/p20125,radioaktiivisuus,fysikaaliset ominaisuudet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1010,rahdinajo,,,?,YSO rahtaus KÄ kuljetus,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L556,rajakauppa,,kauppa; ulkomaankauppa,exactMatch,,http://www.yso.fi/onto/yso/p13384,rajakauppa,kauppa,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L54,rajakuntayhteistyö,,kansainvälinen yhteistyö; alueellinen yhteistyö,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1012,rajaliikenne,,,exactMatch,,http://www.yso.fi/onto/yso/p3465,rajaliikenne,liikenne,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1013,rajanylityspaikat,,,ei löydy,YSOssa on rajanylitykset,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L928,rajaseudut,,,exactMatch,,http://www.yso.fi/onto/yso/p8349,rajaseudut,ihmisen määrittämät alueet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1014,rajaseututyö,,,exactMatch,,http://www.yso.fi/onto/yso/p6906,rajaseututyö,työ,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1015,rajat,,,exactMatch,"Käsitteestä on GitHub-issue, mutta Lapponicassakaan ei määritellä merkitystä",http://www.yso.fi/onto/yso/p2856,rajat,ominaisuudet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1016,rajavartiostot,,,exactMatch,,http://www.yso.fi/onto/yso/p16065,rajavartiostot,organisaatiot (järjestelmät),K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1017,rajavesistöt,,vesistöt,exactMatch,,http://www.yso.fi/onto/yso/p12779,rajavesistöt,vesistöt,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L516,rakennusperinne,,,exactMatch,,http://www.yso.fi/onto/yso/p2688,rakennusperinne,perinne,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1018,rakennussuojelu,,,exactMatch,,http://www.yso.fi/onto/yso/p13609,rakennussuojelu,ympäristönsuojelu,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L390,rakovalkea,,,ei löydy,YSOssa on nuotiot,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1019,Ranuan eläinpuisto,,eläinpuistot,exactMatch,,http://www.yso.fi/onto/yso/p22283,Ranuan eläinpuisto,eläinpuistot,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1020,rasismi,,syrjintä,exactMatch,,http://www.yso.fi/onto/yso/p608,rasismi,asenteet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1023,raskasmetallit,,,exactMatch,,http://www.yso.fi/onto/yso/p1636,raskasmetallit,metallit,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L706,rauhansanalaisuus,pikkuesikoiset,lestadiolaisuus,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1025,Rautuvaara,,kaivokset,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L3,reet,,,exactMatch,,http://www.yso.fi/onto/yso/p3187,reet,kuljetusvälineet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L52,regionalismi,,,exactMatch,,http://www.yso.fi/onto/yso/p15520,regionalismi,aatteet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L605,rekikoirat,,koira,exactMatch,,http://www.yso.fi/onto/yso/p21525,rekikoirat,palveluskoirat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1026,reput,,retkeilyvarusteet,exactMatch,Eri yläkäsite Lapponicassa?,http://www.yso.fi/onto/yso/p6742,reput,kantovälineet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L201,retkeily,,,exactMatch,,http://www.yso.fi/onto/yso/p1103,retkeily,liikkuminen,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1028,retkeilyalueet,,,exactMatch,,http://www.yso.fi/onto/yso/p5348,retkeilyalueet,virkistysalueet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L158,retkeilymajat,,,exactMatch,,http://www.yso.fi/onto/yso/p2772,retkeilymajat,majoitusliikkeet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L749,retkeilyreitit,,,exactMatch,,http://www.yso.fi/onto/yso/p5346,retkeilyreitit,reitit,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L783,retkeilyvarusteet,,,exactMatch,,http://www.yso.fi/onto/yso/p6741,retkeilyvarusteet,varusteet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1030,revontulet,,,exactMatch,,http://www.yso.fi/onto/yso/p12044,revontulet,ilmakehän valoilmiöt,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L590,riekko,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p12557,riekko,metsäkanat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1031,riista,,,exactMatch,,http://www.yso.fi/onto/yso/p7926,riista,liha,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1032,riistaeläimet,,,exactMatch,,http://www.yso.fi/onto/yso/p7925,riistaeläimet,eläimet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L444,riistakannat,,,exactMatch,,http://www.yso.fi/onto/yso/p7924,riistakannat,eläinkannat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L714,riistalinnut,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p7923,riistalinnut,riistaeläimet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L833,riistanhoito,,,exactMatch,,http://www.yso.fi/onto/yso/p5884,riistanhoito,hoito,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1027,rinkat,,retkeilyvarusteet,exactMatch,,http://www.yso.fi/onto/yso/p6740,rinkat,retkeilyvarusteet; kantovälineet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L644,rituaalit,,,exactMatch,,http://www.yso.fi/onto/yso/p1251,rituaalit,yhteiskunnalliset tapahtumat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L210,rock,,,exactMatch,,http://www.yso.fi/onto/yso/p1882,rock,popmusiikki,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1022,rotusyrjintä,,syrjintä,exactMatch,,http://www.yso.fi/onto/yso/p611,rotusyrjintä,syrjintä,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1034,routa,,,exactMatch,,http://www.yso.fi/onto/yso/p16932,routa,elottomat fyysiset kokonaisuudet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L569,routavauriot,,,exactMatch,,http://www.yso.fi/onto/yso/p16933,routavauriot,vauriot,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1035,Rovala,,setlementtiliike,ei löydy,"yhteisö, yhteisönimissä Rovalan setlementti",,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L471,ruijanpallas,,kalat,ei löydy,"voidaan ottaa, laji, Mirja lisää YSAan",,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L498,rumpulaulut,,kansanlaulut; kansanmusiikki : inuitit,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L507,rumputanssi,,kansantanssit : inuitit; kansanmusiikki : inuitit,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L517,ruokaperinne,perinneruoat,,exactMatch,,http://www.yso.fi/onto/yso/p11366,ruokaperinne,perinne,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L715,ruokit,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p10853,ruokit,rantalinnut,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L131,ruotsalaistaminen,,assimilaatio (sosiologia),ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L606,ruotsinlapinkoira,,koira; porokoirat; lapinkoirat,exactMatch,,http://www.yso.fi/onto/yso/p26851,ruotsinlapinkoira,pystykorvat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1039,ruotsinsuomalaiset,,,exactMatch,,http://www.yso.fi/onto/yso/p13778,ruotsinsuomalaiset,ulkosuomalaiset,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L600,ruotujakolaitos,,sotaväenotto,exactMatch,,http://www.yso.fi/onto/yso/p3886,ruotujakolaitos,sotalaitokset,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1041,ruotusotilaat,,,exactMatch,,http://www.yso.fi/onto/yso/p19881,ruotusotilaat,sotilaat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1043,ruska,,,exactMatch,,http://www.yso.fi/onto/yso/p1425,ruska,luonnonilmiöt,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L944,russenorsk,,pidginkielet,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L457,saaliit,,,exactMatch,,http://www.yso.fi/onto/yso/p5882,saaliit,käyttöön liittyvä rooli,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L27,saamelaiset,lappalaiset,alkuperäiskansat (Pohjoiset kansat); suomalais-ugrilaiset kansat,exactMatch,,http://www.yso.fi/onto/yso/p11537,saamelaiset,suomalais-ugrilaiset,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1045,saamelaiskonferenssit,,,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1047,saamelaiskysymys,,,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L46,saamelaisliike,,kansallisuusliikkeet,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L221,saamelaisuus,,kansallisuus; kansallinen identiteetti; etnisyys,exactMatch,,http://www.yso.fi/onto/yso/p9931,saamelaisuus,kansallinen identiteetti,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L7,saamen kieli,lapin kieli,,exactMatch,,http://www.yso.fi/onto/yso/p18720,saamen kieli,suomalais-ugrilaiset kielet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L360,saamenkielinen kirjallisuus,,,exactMatch,,http://www.yso.fi/onto/yso/p17438,saamenkielinen kirjallisuus,kirjallisuus,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L707,saarnaajat,,lestadiolaisuus,?,Lapponicassa rajattu lestadiolaisuuteen,http://www.yso.fi/onto/yso/p6344,saarnaajat,ammatit,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1050,saastuminen,,,exactMatch,,http://www.yso.fi/onto/yso/p436,saastuminen,muutos,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1053,Saattopora,,kaivokset,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1176,Saha,,,ei löydy,"paikka; wikipedian mukaan = Jakutia, Lapponicassa RT",,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L876,saivo,,myytit,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1055,salakuljetus,joppaus,,exactMatch,,http://www.yso.fi/onto/yso/p12608,salakuljetus,rikokset,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L834,salametsästys,,,exactMatch,,http://www.yso.fi/onto/yso/p5881,salametsästys,rikokset; metsästys,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L762,Sallan kapina,,,?,mihin viittaa? RT läskikapina,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L888,samaanit,,,exactMatch,,http://www.yso.fi/onto/yso/p2087,šamaanit,toimintaan liittyvä rooli,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L216,samanismi,,,exactMatch,,http://www.yso.fi/onto/yso/p1252,šamanismi,etniset uskonnot,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L883,samojedikielet,,,exactMatch,,http://www.yso.fi/onto/yso/p7463,samojedikielet,uralilaiset kielet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L28,samojedit,,alkuperäiskansat (Pohjoiset kansat); uralilaiset kansat,exactMatch,,http://www.yso.fi/onto/yso/p11342,samojedit,aasialaiset; uralilaiset,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L847,savotat,,metsätyö,exactMatch,,http://www.yso.fi/onto/yso/p20884,savotat,metsätyömaat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L442,seidat,,pyhät paikat,exactMatch,,http://www.yso.fi/onto/yso/p577,seidat,pyhät paikat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L472,seiti,,kalat,ei löydy,"voidaan ottaa, laji, Mirja ottaa YSAan",,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L943,sekakielet,,,exactMatch,,http://www.yso.fi/onto/yso/p4420,sekakielet,kielet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L29,selkupit,ostjakkisamojedit,alkuperäiskansat (Pohjoiset kansat); samojedit,exactMatch,,http://www.yso.fi/onto/yso/p11341,selkupit,samojedit,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1036,setlementtiliike,työkeskusliike,,exactMatch,onkohan yso YK paras mahdollinen? Tehdään issue,http://www.yso.fi/onto/yso/p803,setlementtiliike,uskonnolliset liikkeet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1058,seurat (uskonnolliset tilaisuudet),,,exactMatch,,http://www.yso.fi/onto/yso/p19141,seurat,uskonnolliset tilaisuudet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1059,seutukaavoitus,,,exactMatch,,http://www.yso.fi/onto/yso/p12276,seutukaavoitus,kaavoitus,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L79,seutusuunnittelu,,,exactMatch,,http://www.yso.fi/onto/yso/p12773,seutusuunnittelu,yhdyskuntasuunnittelu,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L684,siidat,siita,,?,"lapinkylät löytyy, Lapponicassa se on hist.",,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L473,siika,,kalat; lohikalat,exactMatch,,http://www.yso.fi/onto/yso/p18578,siika,lohikalat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L918,siirtolaiset,,,exactMatch,,http://www.yso.fi/onto/yso/p6457,siirtolaiset,maahanmuuttajat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L870,siirtolaisuus,,,exactMatch,,http://www.yso.fi/onto/yso/p10006,siirtolaisuus,muuttoliike,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1063,siirtotyömaat,,,exactMatch,,http://www.yso.fi/onto/yso/p19979,siirtotyömaat,työmaat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L240,siirtoväki,,,exactMatch,,http://www.yso.fi/onto/yso/p8438,siirtoväki,väestö,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L75,sijainninohjaus,,,exactMatch,,http://www.yso.fi/onto/yso/p1466,sijainninohjaus,ohjaus (suuntaaminen),K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L281,simpukat,,,exactMatch,,http://www.yso.fi/onto/yso/p1480,simpukat,nilviäiset,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1167,Siperia,,,exactMatch,,http://www.yso.fi/onto/yso/p106721,Siperia,,P
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L607,siperianhusky,,koira; rekikoirat,exactMatch,,http://www.yso.fi/onto/yso/p14363,siperianhusky,pystykorvat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L923,sissit,,,exactMatch,,http://www.yso.fi/onto/yso/p8175,sissit,toimintaan liittyvä rooli,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L772,Skattefjällsmålet,,oikeushistoria; maanomistus,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L740,soidensuojelu,,luonnonsuojelu,exactMatch,,http://www.yso.fi/onto/yso/p3364,soidensuojelu,luonnonsuojelu,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1066,soistuminen,,,exactMatch,,http://www.yso.fi/onto/yso/p16246,soistuminen,luonnontieteellinen muutos,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1067,Sokli,,kaivokset,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1068,Solovetskin luostari,,luostarit,exactMatch,,http://www.yso.fi/onto/yso/p3660,Solovetskin luostari,luostarit,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L135,sopeutuminen,,,exactMatch,,http://www.yso.fi/onto/yso/p6137,sopeutuminen,muutos,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L875,sopulit,,,exactMatch,,http://www.yso.fi/onto/yso/p4755,sopulit,jyrsijät,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1069,sotaretket,,,exactMatch,,http://www.yso.fi/onto/yso/p7465,sotaretket,sotatoimet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L599,sotaväenotto,,,exactMatch,,http://www.yso.fi/onto/yso/p9082,sotaväenotto,keskinäinen toiminta,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1040,sotilastorpat,ruotutorpat,ruotujakolaitos,exactMatch,,http://www.yso.fi/onto/yso/p1508,sotilastorpat,torpat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L394,staalot,,yliluonnolliset olennot,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L114,subarktinen alue,,,?,"YSOssa on subarktinen vyöhyke, onko sama?",,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L292,sukset,,hiihto,exactMatch,,http://www.yso.fi/onto/yso/p16890,sukset,liikuntavälineet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1070,Sulitjelma,,kaivokset,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L839,suojametsät,,metsät,exactMatch,,http://www.yso.fi/onto/yso/p20346,suojametsät,metsät,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L545,suokasvillisuus,,kasvillisuus,exactMatch,,http://www.yso.fi/onto/yso/p16606,suokasvillisuus,kasvillisuus,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L893,suomalais-ugrilaiset kansat,,uralilaiset kansat,exactMatch,,http://www.yso.fi/onto/yso/p14595,suomalais-ugrilaiset kansat,uralilaiset kansat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1073,suomalaiset : Tornionjokilaakso (Ruotsi),,,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L132,suomalaistaminen,,assimilaatio (sosiologia),?,"YSOssa on suomalaistamispolitiikka, closeMatch?",,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L657,suomen kieli : Ruija,,,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L854,suomen kieli : Tornionjokilaakso (Ruotsi),,,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L608,suomenlapinkoira,,koira; porokoirat; lapinkoirat,exactMatch,,http://www.yso.fi/onto/yso/p20682,suomenlapinkoira,pystykorvat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L679,suonilanka,,langat,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L980,suopungit,,,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L716,suopöllö,,linnut; pöllöt,exactMatch,,http://www.yso.fi/onto/yso/p25298,suopöllö,pöllöt,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L922,suot,,,exactMatch,,http://www.yso.fi/onto/yso/p10981,suot,luonnon muodostamat alueet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L936,susi,,petoeläimet,exactMatch,,http://www.yso.fi/onto/yso/p16400,susi,koiraeläimet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L936,susi,,petoeläimet,,"KT-muodon voisi poistaa, ei YSAssa, Mirja poistaa",http://www.yso.fi/onto/yso/p15414,sushi,ruoat (ruokalajit),K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L513,suullinen perinne,,kansanperinne,exactMatch,,http://www.yso.fi/onto/yso/p27868,suullinen perinne,perinne,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L708,suviseurat,,lestadiolaisuus; seurat (uskonnolliset tilaisuudet),exactMatch,,http://www.yso.fi/onto/yso/p22662,suviseurat,uskonnolliset juhlat; uskonnolliset tilaisuudet,K
