http://www.yso.fi/onto/yso/places	http://www.yso.fi/onto/yso/p508722	2023-04-12 15:56:01
http://www.yso.fi/onto/yso/c_7ff196d0	http://www.yso.fi/onto/yso/p508723	2023-04-12 15:56:01
http://www.yso.fi/onto/yso/c_12ed9a38	http://www.yso.fi/onto/yso/p508724	2023-04-12 15:56:01
http://www.yso.fi/onto/yso/c_eaf6b9a5	http://www.yso.fi/onto/yso/p508725	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_a687ed11	http://www.yso.fi/onto/yso/p508726	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_911f710c	http://www.yso.fi/onto/yso/p508727	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_fdbaab1d	http://www.yso.fi/onto/yso/p508728	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_3a09cc26	http://www.yso.fi/onto/yso/p508729	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_a9a98e48	http://www.yso.fi/onto/yso/p508730	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_e0667c7e	http://www.yso.fi/onto/yso/p508731	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_0e4037eb	http://www.yso.fi/onto/yso/p508732	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_be771bfe	http://www.yso.fi/onto/yso/p508733	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_1c2ac03f	http://www.yso.fi/onto/yso/p508734	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_af6859bd	http://www.yso.fi/onto/yso/p508735	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_8244e412	http://www.yso.fi/onto/yso/p508736	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_4a86a697	http://www.yso.fi/onto/yso/p508737	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_7fe10958	http://www.yso.fi/onto/yso/p508738	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_36d38b29	http://www.yso.fi/onto/yso/p508739	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_b230fb87	http://www.yso.fi/onto/yso/p508740	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_7a5bce03	http://www.yso.fi/onto/yso/p508741	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_d1039196	http://www.yso.fi/onto/yso/p508742	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_e6f0ee61	http://www.yso.fi/onto/yso/p508743	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_408b77d0	http://www.yso.fi/onto/yso/p508744	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_cbf0f02b	http://www.yso.fi/onto/yso/p508745	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_946e1ffe	http://www.yso.fi/onto/yso/p508746	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_c58f85da	http://www.yso.fi/onto/yso/p508747	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_e4d4889e	http://www.yso.fi/onto/yso/p508748	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_525d6c20	http://www.yso.fi/onto/yso/p508749	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_b75f9426	http://www.yso.fi/onto/yso/p508750	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_0cf89369	http://www.yso.fi/onto/yso/p508751	2023-04-12 15:56:02
http://www.yso.fi/onto/yso/c_07cd0bfc	http://www.yso.fi/onto/yso/p508752	2023-04-15 07:47:19
http://www.yso.fi/onto/yso/c_e059bca1	http://www.yso.fi/onto/yso/p508753	2023-04-15 07:47:19
http://www.yso.fi/onto/yso/c_15ec2022	http://www.yso.fi/onto/yso/p508754	2023-04-15 07:47:19
http://www.yso.fi/onto/yso/c_c5d1ea2b	http://www.yso.fi/onto/yso/p508755	2023-04-15 07:47:19
http://www.yso.fi/onto/yso/c_78681d64	http://www.yso.fi/onto/yso/p508756	2023-04-15 07:47:19
http://www.yso.fi/onto/yso/c_784179cd	http://www.yso.fi/onto/yso/p508757	2023-04-15 07:47:19
http://www.yso.fi/onto/yso/c_0d661bab	http://www.yso.fi/onto/yso/p508758	2023-04-15 07:47:19
http://www.yso.fi/onto/yso/c_0edde9b8	http://www.yso.fi/onto/yso/p508759	2023-04-15 07:47:19
http://www.yso.fi/onto/yso/c_94b5e3e3	http://www.yso.fi/onto/yso/p508760	2023-04-29 07:46:07
http://www.yso.fi/onto/yso/c_9ae2c990	http://www.yso.fi/onto/yso/p508761	2023-04-29 07:46:07
http://www.yso.fi/onto/yso/c_23af95b9	http://www.yso.fi/onto/yso/p508762	2023-04-29 07:46:07
http://www.yso.fi/onto/yso/c_9908ce39	http://www.yso.fi/onto/yso/p508763	2023-05-10 10:51:01
